;Tweede Kamer Verkiezing - 15 maart 2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;D e f i n i t i e v e  u i t s l a g;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;20,45%;6,43%;15,39%;6,01%;6,22%;14,27%;1,85%;11,06%;0,49%;4,47%;2,58%;0,09%;0,29%;7,29%;0,11%;1,83%;0,04%;0,03%;0,06%;0,43%;0,41%;0,08%;0,02%;0,06%;0,02%;
;Gemeente Den Haag;;;349.164;262.776;53.733;16.900;40.436;15.801;16.346;37.511;4.858;29.064;1.291;11.733;6.788;236;754;19.154;298;4.815;114;86;158;1.139;1.090;209;55;159;48;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nr;Stembureau;Stadsdeel;Wijk;Kiesger;Stemmen;VVD;P.v.d.A.;PVV;SP;CDA;D66;Christen Unie;GROENLINKS;SGP;Partij voor de Dieren;50PLUS;OndernemersPartij;VNL;DENK;NIEUWE WEGEN;Forum voor Democratie;De Burger Beweging;Vrijzinnige Partij;GeenPeil;Piratenpartij;Artikel 1;Niet Stemmers;Libertarische Partij;Lokaal in de Kamer;Vrije Democratische Partij;
279;OBS De Drentse Hoek;Escamp;Morgenstond;1.200;510;50;36;77;52;29;69;8;47;0;13;22;2;0;91;0;9;0;0;0;0;3;1;0;1;0;
280;OBS De Wissel;Escamp;Morgenstond;754;582;60;46;131;60;12;69;3;54;0;27;18;0;0;95;0;2;1;0;0;2;1;0;0;1;0;
281;Sportvereniging Kameleon;Escamp;Bouwlust/Vrederust;643;316;30;15;88;26;17;23;2;26;7;10;16;1;0;47;0;5;0;0;0;0;2;0;0;1;0;
283;The Student Hotel;Centrum;Stationsbuurt;1.873;1.004;87;100;59;60;13;185;21;184;2;54;14;1;2;180;1;14;0;0;1;8;13;2;0;2;1;
284;Nutsschool Morgenstond;Escamp;Morgenstond;616;427;67;29;93;36;30;33;3;20;1;13;22;0;3;75;0;1;0;0;0;0;1;0;0;0;0;
285;Konak Restaurant Rolschaatsbaan;Escamp;Zuiderpark;2.198;473;52;29;124;38;19;38;5;39;1;26;16;0;5;60;0;7;0;1;0;5;7;1;0;0;0;
286;Stadsboerderij Op den Dijk;Escamp;Wateringse Veld;2.405;1.483;439;77;219;80;124;185;19;129;0;49;56;2;3;42;2;44;0;0;1;7;0;1;0;3;1;
287;SBS ('s-Gravenhaagsche Bridgeschool);Loosduinen;Loosduinen;642;170;33;9;32;7;10;12;1;19;1;9;6;1;1;23;0;5;0;0;0;0;0;0;0;0;1;
291;Vereniging Jeugd en Paard de Eendenkooi;Escamp;Zuiderpark;703;319;62;20;71;21;26;27;5;30;2;28;11;0;0;6;0;6;0;0;0;2;1;0;1;0;0;
292;Moedercentrum Rumoer;Escamp;Leyenburg;1.484;661;105;31;171;67;60;49;12;48;2;29;37;3;3;25;0;16;0;0;0;1;2;0;0;0;0;
296;Hart van Moerwijk;Escamp;Moerwijk;1.441;877;97;62;172;66;38;78;24;83;2;36;23;1;1;158;1;14;0;1;3;3;9;2;0;3;0;
298;Trefpunt Heeswijkplein;Escamp;Moerwijk;1.280;749;78;48;140;87;28;67;14;66;2;21;25;0;3;149;2;8;1;0;1;2;7;0;0;0;0;
301;Zorghuis Dr. W. Drees;Segbroek;Bomen- en Bloemenbuurt;2.118;1.325;286;106;92;57;91;279;25;180;9;96;41;2;1;6;1;38;1;0;1;6;4;3;0;0;0;
303;OBS De Klimop;Segbroek;Regentessekwartier;2.152;1.253;119;97;198;99;42;199;10;221;1;70;48;0;5;101;0;16;0;0;0;11;13;3;0;0;0;
